"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:7986f2lG0GDtADQ8IgMFuz","Sam","spotify:artist:5Mq7iqCWBzofK39FBqblNc","Jessie Ware","spotify:album:4dCYurAtpYbC77cBWt2uIH","Glasshouse","spotify:artist:5Mq7iqCWBzofK39FBqblNc","Jessie Ware","2017-10-20","https://i.scdn.co/image/ab67616d0000b27311c96e930b493234eccda282","1","12","315626","https://p.scdn.co/mp3-preview/86962f5911f7617abe971e3406d515ea8edfb07c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:","2022-07-08T10:00:00Z","art pop,british soul,dance pop,electropop,neo soul,pop,pop soul,tropical house,uk pop","0.43","0.202","9","-13.168","1","0.03","0.684","0.00164","0.0621","0.176","89.781","4","","Universal-Island Records Ltd.","C © 2017 Universal Music Operations Limited, P A PMR / Island Records release; ℗ 2017 Universal Music Operations Limited"
"spotify:track:6xt4u93iwGvKSfwzq8N1TX","Hope","spotify:artist:0UCLbPGOhtnYf29U7qbfLf","Elias","spotify:album:15Eo57YQWkIcjZfGjwbgv9","Hope","spotify:artist:0UCLbPGOhtnYf29U7qbfLf","Elias","2017-06-16","https://i.scdn.co/image/ab67616d0000b2739fd8a858a6d0100c57b8e866","1","1","248895","","false","0","spotify:user:","2022-07-08T10:00:00Z","","0.353","0.408","7","-8.882","1","0.0389","0.22","0.0000358","0.12","0.13","139.415","4","","WM Sweden","C 2017 Warner Music Sweden AB, P 2017 Warner Music Sweden AB"
"spotify:track:0Ri6sPso4CNTnHn7RroCt4","Beautiful","spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS","Christina Aguilera","spotify:album:4hpmO3kS2S4wd8XQR8DFe0","Christina Aguilera/Stripped","spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS","Christina Aguilera","2006-08-28","https://i.scdn.co/image/ab67616d0000b273d62fbdf0497d7d7a3e7bed37","2","11","238560","","false","0","spotify:user:","2022-07-08T10:00:00Z","dance pop,pop,post-teen pop","0.457","0.573","5","-3.866","0","0.0275","0.578","0.00000305","0.114","0.0992","76.193","4","","Sony BMG Music Entertainment","P (P) 2006 SONY BMG MUSIC ENTERTAINMENT"
"spotify:track:39wqPXxc7NMh8QvcMhMbYt","Radio","spotify:artist:6pOz4M7D8ENqfLSFvciEuV","Nonso Amadi","spotify:album:2fnclztAsDqRkHYH5RXKp0","Radio","spotify:artist:6pOz4M7D8ENqfLSFvciEuV","Nonso Amadi","2016-01-01","https://i.scdn.co/image/ab67616d0000b27334d5f0346559bb1678f6e2ee","1","1","190104","https://p.scdn.co/mp3-preview/e0ed7bfe7ee0abc5586c3f5d49b185ec311eb38e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","spotify:user:","2022-07-08T10:00:00Z","afropop,alte,nigerian pop","0.837","0.456","10","-8.3","0","0.0514","0.817","0.00943","0.112","0.556","96.061","4","","Platoon","C 2016 Nonso Amadi, P 2016 Nonso Amadi"
"spotify:track:3Ed55g8hCz1GmqRTelIPIW","People Change","spotify:artist:5Bcrb5qQMVTEbJ43fdIS4A","Mipso","spotify:album:0ynSa86jw1PqCHRBcWYskU","People Change","spotify:artist:5Bcrb5qQMVTEbJ43fdIS4A","Mipso","2018-02-23","https://i.scdn.co/image/ab67616d0000b273a0df886f55a94940157b3d86","1","1","212853","","false","0","spotify:user:","2022-07-08T10:00:00Z","deep new americana,new americana,north carolina roots,progressive bluegrass,stomp and holler","0.374","0.276","7","-14.945","1","0.0353","0.884","0.0123","0.122","0.412","80.169","4","","Antifragile Music","C © 2018 AntiFragile Music, P ℗ 2018 AntiFragile Music"
"spotify:track:0Cvjlph1WGbwZY1PlMEtJY","Come Away With Me","spotify:artist:2Kx7MNY7cI1ENniW7vT30N","Norah Jones","spotify:album:1JvoMzqg04nC29gam4Qaiq","Come Away With Me","spotify:artist:2Kx7MNY7cI1ENniW7vT30N","Norah Jones","2002-02-26","https://i.scdn.co/image/ab67616d0000b2737862811f80ae629373954f0d","1","5","198146","","false","51","spotify:user:","2022-07-08T10:00:00Z","contemporary vocal jazz,jazz pop,neo mellow","0.363","0.129","0","-14.304","1","0.0322","0.904","0.00000152","0.157","0.147","80.367","3","","Blue Note Records","C © 2002 Blue Note Records, P ℗ 2002 Blue Note Records"
"spotify:track:78loPG2VNA0Lg0vjumMfeD","Once In a While - Acoustic","spotify:artist:6dC0rIJNLSFZwqckLgXJ8p","Timeflies","spotify:album:2Hd0yZLIGOSm99clpEv5JQ","Once In a While (Acoustic)","spotify:artist:6dC0rIJNLSFZwqckLgXJ8p","Timeflies","2016-06-24","https://i.scdn.co/image/ab67616d0000b273a21d163fd0ec332b7cde29cd","1","1","231582","https://p.scdn.co/mp3-preview/26f29a9020d6ad350f6aeca9bb4d2043b80a4bc6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","spotify:user:","2022-07-08T10:00:00Z","dance pop,indie pop rap,pop,pop dance,pop rap,pop rock,post-teen pop,tropical house","0.636","0.355","5","-7.047","1","0.0665","0.794","0","0.374","0.738","99.295","4","","Forty8Fifty Music Group/Epic","P (P) 2016 Forty8Fifty Music Group under exclusive license to Epic Records, a division of Sony Music Entertainment"
"spotify:track:2Dp2LRrY71XIfLe3co2Qnh","This I Promise You","spotify:artist:6Ff53KvcvAj5U7Z1vojB5o","*NSYNC","spotify:album:5hMd4vAfSUT1cbYCnRUako","No Strings Attached","spotify:artist:6Ff53KvcvAj5U7Z1vojB5o","*NSYNC","2000-03-21","https://i.scdn.co/image/ab67616d0000b273fceb9d92981970dbeea23257","1","6","283506","https://p.scdn.co/mp3-preview/c5238f0f94bf16a4419cbc335bf5263d8fab8706?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:","2022-07-08T10:00:00Z","boy band,dance pop,post-teen pop","0.55","0.581","2","-6.253","1","0.0325","0.367","0","0.122","0.475","165.981","4","","Jive","P (P) 2000 Zomba Recording LLC"
"spotify:track:0p6GeAWS4VCZddxNbBtEss","Hometown Glory","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","spotify:album:2YO1F9DHVEzXPriA1JHoOQ","19","spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","2008-01-28","https://i.scdn.co/image/ab67616d0000b2730a5d334a63fd4455ce83b38b","1","12","271226","","false","0","spotify:user:","2022-07-08T10:00:00Z","british soul,pop,pop soul,uk pop","0.451","0.336","10","-8.517","0","0.0368","0.962","0.0000341","0.102","0.211","122.299","4","","XL Recordings","C 2008 XL Recordings Ltd., P 2008 XL Recordings Ltd."
"spotify:track:02VOS5QRFc6i1XQVROAeDi","Here With Me","spotify:artist:4K9OTkRXEFL6NDXFTqVmq9","Elina","spotify:album:2Lckft3XE6ElWoCny1h1Xo","Here With Me","spotify:artist:4K9OTkRXEFL6NDXFTqVmq9","Elina","2018-08-10","https://i.scdn.co/image/ab67616d0000b27302227ab33fb084d42b5f5163","1","1","196364","https://p.scdn.co/mp3-preview/c3219f0d2b2bb0f4185984adc08167eb08a2091a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:","2022-07-08T10:00:00Z","alt z,australian pop,pop,viral pop","0.433","0.267","7","-10.419","1","0.0469","0.681","0","0.0811","0.255","93.072","4","","BLNK Music","C 2018 BLNK Music, P 2018 BLNK Music"
"spotify:track:25Caem6cbUveFkgPSXtGXe","Long Way Down","spotify:artist:1I7oHjCjMrMUz66v67yJJu","Joshua Hyslop","spotify:album:5IxfsBZbu9tnPQRgTjwOyc","Echos","spotify:artist:1I7oHjCjMrMUz66v67yJJu","Joshua Hyslop","2018-02-23","https://i.scdn.co/image/ab67616d0000b27357b872dbb1182593d0539553","1","4","257973","","false","20","spotify:user:","2022-07-08T10:00:00Z","acoustic pop,indie folk,indiecoustica,neo mellow,new americana,uk pop","0.711","0.231","2","-13.033","1","0.0346","0.832","0.00115","0.105","0.186","125.066","4","","Nettwerk Records","C © 2018 Nettwerk Music Group Inc., P ℗ 2018 Nettwerk Music Group Inc."
"spotify:track:4AHIgOApMmqVfpvc1hxK6x","For You - Recorded At Spotify Studios Stockholm","spotify:artist:4X0v8sFoDZ6rIfkeOeVm2i","Seinabo Sey","spotify:album:2up3OPMp9Tb4dAKM2erWXQ","Spotify Singles","spotify:artist:4X0v8sFoDZ6rIfkeOeVm2i","Seinabo Sey","2018-06-29","https://i.scdn.co/image/ab67616d0000b273ff9ca10b55ce82ae553c8228","1","2","205583","https://p.scdn.co/mp3-preview/c2e1c72c7364bb2a2f7a4efd95755ad13e7d5fe9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:","2022-07-08T10:00:00Z","swedish electropop,swedish pop,swedish soul","0.409","0.379","7","-11.461","1","0.0329","0.453","0.0275","0.101","0.08","117.946","4","","Universal Music AB","C © 2018 Saraba AB, under exclusive license to Universal Music AB, P ℗ 2018 Saraba AB, under exclusive license to Universal Music AB"
"spotify:track:77M6K5cvQvLW0yxsbbAZsI","Chemicals","spotify:artist:3QSQFmccmX81fWCUSPTS7y","Dean Lewis","spotify:album:75Hvy9ou42WBVTNNSWxzJG","Same Kind Of Different","spotify:artist:3QSQFmccmX81fWCUSPTS7y","Dean Lewis","2017-05-12","https://i.scdn.co/image/ab67616d0000b2735b3e8ff86eb13869c77ab447","1","5","221578","","false","0","spotify:user:","2022-07-08T10:00:00Z","australian pop,pop,uk pop","0.551","0.483","11","-9.414","1","0.0434","0.683","0.000001","0.144","0.19","81.022","4","","Universal Music Group","C © 2017 Universal Music Australia Pty Ltd., P ℗ 2017 Universal Music Australia Pty Ltd."
"spotify:track:3wmQ8VhzARrFQj7GcnhtBM","Your Body Is a Wonderland","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","spotify:album:14sIIgJcbV2kzMAWHP694z","Room For Squares","spotify:artist:0hEurMDQu99nJRq8pTxO14","John Mayer","2001-08-16","https://i.scdn.co/image/ab67616d0000b27360b6e25ef6dec54702ce0c04","1","4","249626","","false","0","spotify:user:","2022-07-08T10:00:00Z","neo mellow,singer-songwriter","0.647","0.729","5","-6.251","1","0.0236","0.0206","0.0489","0.134","0.687","94.01","4","","Aware/Columbia","P 2001 Sony Music Entertainment Inc."
